08868: Fangst, etter år, landingskommune, fangstart og statistikkvariabel;;;;
;;;;
år;landingskommune;fangstart;Mengde (tonn);Verdi (1 000 kr)
2016;0124 Askim (-2019);Fisk i alt;0;0
2016;0124 Askim (-2019);Pelagisk fisk;0;0
2016;0124 Askim (-2019);Torsk og torskeartar;0;0
2016;0124 Askim (-2019);Flatfisk og botnfisk;0;0
2016;0124 Askim (-2019);Djupvassfisk;0;0
2016;0124 Askim (-2019);Andre skaldyr og blautdyr;0;0
2016;0124 Askim (-2019);Annan fisk, uspesifisert;0;0
2016;0125 Eidsberg (-2019);Fisk i alt;0;0
2016;0125 Eidsberg (-2019);Pelagisk fisk;0;0
2016;0125 Eidsberg (-2019);Torsk og torskeartar;0;0
2016;0125 Eidsberg (-2019);Flatfisk og botnfisk;0;0
2016;0125 Eidsberg (-2019);Djupvassfisk;0;0
2016;0125 Eidsberg (-2019);Andre skaldyr og blautdyr;0;0
2016;0125 Eidsberg (-2019);Annan fisk, uspesifisert;0;0
2016;0127 Skiptvet (-2019);Fisk i alt;0;0
2016;0127 Skiptvet (-2019);Pelagisk fisk;0;0
2016;0127 Skiptvet (-2019);Torsk og torskeartar;0;0
2016;0127 Skiptvet (-2019);Flatfisk og botnfisk;0;0
2016;0127 Skiptvet (-2019);Djupvassfisk;0;0
2016;0127 Skiptvet (-2019);Andre skaldyr og blautdyr;0;0
2016;0127 Skiptvet (-2019);Annan fisk, uspesifisert;0;0
2016;0128 Rakkestad (-2019);Fisk i alt;0;0
2016;0128 Rakkestad (-2019);Pelagisk fisk;0;0
2016;0128 Rakkestad (-2019);Torsk og torskeartar;0;0
2016;0128 Rakkestad (-2019);Flatfisk og botnfisk;0;0
2016;0128 Rakkestad (-2019);Djupvassfisk;0;0
2016;0128 Rakkestad (-2019);Andre skaldyr og blautdyr;0;0
2016;0128 Rakkestad (-2019);Annan fisk, uspesifisert;0;0
2016;0130 Tune (-1991);Fisk i alt;0;0
2016;0130 Tune (-1991);Pelagisk fisk;0;0
2016;0130 Tune (-1991);Torsk og torskeartar;0;0
2016;0130 Tune (-1991);Flatfisk og botnfisk;0;0
2016;0130 Tune (-1991);Djupvassfisk;0;0
2016;0130 Tune (-1991);Andre skaldyr og blautdyr;0;0
2016;0130 Tune (-1991);Annan fisk, uspesifisert;0;0
2016;0131 Rolvsøy (1911-1993);Fisk i alt;0;0
2016;0131 Rolvsøy (1911-1993);Pelagisk fisk;0;0
2016;0131 Rolvsøy (1911-1993);Torsk og torskeartar;0;0
2016;0131 Rolvsøy (1911-1993);Flatfisk og botnfisk;0;0
2016;0131 Rolvsøy (1911-1993);Djupvassfisk;0;0
2016;0131 Rolvsøy (1911-1993);Andre skaldyr og blautdyr;0;0
2016;0131 Rolvsøy (1911-1993);Annan fisk, uspesifisert;0;0
2016;0133 Kråkerøy (1908-1993);Fisk i alt;0;0
2016;0133 Kråkerøy (1908-1993);Pelagisk fisk;0;0
2016;0133 Kråkerøy (1908-1993);Torsk og torskeartar;0;0
2016;0133 Kråkerøy (1908-1993);Flatfisk og botnfisk;0;0
2016;0133 Kråkerøy (1908-1993);Djupvassfisk;0;0
2016;0133 Kråkerøy (1908-1993);Andre skaldyr og blautdyr;0;0
2016;0133 Kråkerøy (1908-1993);Annan fisk, uspesifisert;0;0
2016;0134 Onsøy (-1993);Fisk i alt;0;0
2016;0134 Onsøy (-1993);Pelagisk fisk;0;0
2016;0134 Onsøy (-1993);Torsk og torskeartar;0;0
2016;0134 Onsøy (-1993);Flatfisk og botnfisk;0;0
2016;0134 Onsøy (-1993);Djupvassfisk;0;0
2016;0134 Onsøy (-1993);Andre skaldyr og blautdyr;0;0
2016;0134 Onsøy (-1993);Annan fisk, uspesifisert;0;0
2016;0135 Råde (-2019);Fisk i alt;0;0
2016;0135 Råde (-2019);Pelagisk fisk;0;0
2016;0135 Råde (-2019);Torsk og torskeartar;0;0
2016;0135 Råde (-2019);Flatfisk og botnfisk;0;0
2016;0135 Råde (-2019);Djupvassfisk;0;0
2016;0135 Råde (-2019);Andre skaldyr og blautdyr;0;0
2016;0135 Råde (-2019);Annan fisk, uspesifisert;0;0
2016;0136 Rygge (-2019);Fisk i alt;0;0
2016;0136 Rygge (-2019);Pelagisk fisk;0;0
2016;0136 Rygge (-2019);Torsk og torskeartar;0;0
2016;0136 Rygge (-2019);Flatfisk og botnfisk;0;0
2016;0136 Rygge (-2019);Djupvassfisk;0;0
2016;0136 Rygge (-2019);Andre skaldyr og blautdyr;0;0
2016;0136 Rygge (-2019);Annan fisk, uspesifisert;0;0
2016;0137 Våler (Østfold) (-2019);Fisk i alt;0;0
2016;0137 Våler (Østfold) (-2019);Pelagisk fisk;0;0
2016;0137 Våler (Østfold) (-2019);Torsk og torskeartar;0;0
2016;0137 Våler (Østfold) (-2019);Flatfisk og botnfisk;0;0
2016;0137 Våler (Østfold) (-2019);Djupvassfisk;0;0
2016;0137 Våler (Østfold) (-2019);Andre skaldyr og blautdyr;0;0
2016;0137 Våler (Østfold) (-2019);Annan fisk, uspesifisert;0;0
2016;0138 Hobøl (-2019);Fisk i alt;0;0
2016;0138 Hobøl (-2019);Pelagisk fisk;0;0
2016;0138 Hobøl (-2019);Torsk og torskeartar;0;0
2016;0138 Hobøl (-2019);Flatfisk og botnfisk;0;0
2016;0138 Hobøl (-2019);Djupvassfisk;0;0
2016;0138 Hobøl (-2019);Andre skaldyr og blautdyr;0;0
2016;0138 Hobøl (-2019);Annan fisk, uspesifisert;0;0
2016;0199 Uoppgitt kommune Østfold;Fisk i alt;0;0
2016;0199 Uoppgitt kommune Østfold;Pelagisk fisk;0;0
2016;0199 Uoppgitt kommune Østfold;Torsk og torskeartar;0;0
2016;0199 Uoppgitt kommune Østfold;Flatfisk og botnfisk;0;0
2016;0199 Uoppgitt kommune Østfold;Djupvassfisk;0;0
2016;0199 Uoppgitt kommune Østfold;Andre skaldyr og blautdyr;0;0
2016;0199 Uoppgitt kommune Østfold;Annan fisk, uspesifisert;0;0
2016;0211 Vestby (-2019);Fisk i alt;5;117
2016;0211 Vestby (-2019);Pelagisk fisk;5;117
2016;0211 Vestby (-2019);Torsk og torskeartar;0;0
2016;0211 Vestby (-2019);Flatfisk og botnfisk;0;0
2016;0211 Vestby (-2019);Djupvassfisk;0;0
2016;0211 Vestby (-2019);Andre skaldyr og blautdyr;0;0
2016;0211 Vestby (-2019);Annan fisk, uspesifisert;0;0
2016;0213 Ski (1931-2019);Fisk i alt;0;0
2016;0213 Ski (1931-2019);Pelagisk fisk;0;0
2016;0213 Ski (1931-2019);Torsk og torskeartar;0;0
2016;0213 Ski (1931-2019);Flatfisk og botnfisk;0;0
2016;0213 Ski (1931-2019);Djupvassfisk;0;0
2016;0213 Ski (1931-2019);Andre skaldyr og blautdyr;0;0
2016;0213 Ski (1931-2019);Annan fisk, uspesifisert;0;0
2016;0214 Ås (-2019);Fisk i alt;0;0
2016;0214 Ås (-2019);Pelagisk fisk;0;0
2016;0214 Ås (-2019);Torsk og torskeartar;0;0
2016;0214 Ås (-2019);Flatfisk og botnfisk;0;0
2016;0214 Ås (-2019);Djupvassfisk;0;0
2016;0214 Ås (-2019);Andre skaldyr og blautdyr;0;0
2016;0214 Ås (-2019);Annan fisk, uspesifisert;0;0
2016;0215 Frogn (-2019);Fisk i alt;0;0
2016;0215 Frogn (-2019);Pelagisk fisk;0;0
2016;0215 Frogn (-2019);Torsk og torskeartar;0;0
2016;0215 Frogn (-2019);Flatfisk og botnfisk;0;0
2016;0215 Frogn (-2019);Djupvassfisk;0;0
2016;0215 Frogn (-2019);Andre skaldyr og blautdyr;0;0
2016;0215 Frogn (-2019);Annan fisk, uspesifisert;0;0
2016;0216 Nesodden (-2019);Fisk i alt;0;0
2016;0216 Nesodden (-2019);Pelagisk fisk;0;0
2016;0216 Nesodden (-2019);Torsk og torskeartar;0;0
2016;0216 Nesodden (-2019);Flatfisk og botnfisk;0;0
2016;0216 Nesodden (-2019);Djupvassfisk;0;0
2016;0216 Nesodden (-2019);Andre skaldyr og blautdyr;0;0
2016;0216 Nesodden (-2019);Annan fisk, uspesifisert;0;0
2016;0217 Oppegård (1915-2019);Fisk i alt;0;0
2016;0217 Oppegård (1915-2019);Pelagisk fisk;0;0
2016;0217 Oppegård (1915-2019);Torsk og torskeartar;0;0
2016;0217 Oppegård (1915-2019);Flatfisk og botnfisk;0;0
2016;0217 Oppegård (1915-2019);Djupvassfisk;0;0
2016;0217 Oppegård (1915-2019);Andre skaldyr og blautdyr;0;0
2016;0217 Oppegård (1915-2019);Annan fisk, uspesifisert;0;0
2016;0219 Bærum (-2019);Fisk i alt;0;0
2016;0219 Bærum (-2019);Pelagisk fisk;0;0
2016;0219 Bærum (-2019);Torsk og torskeartar;0;0
2016;0219 Bærum (-2019);Flatfisk og botnfisk;0;0
2016;0219 Bærum (-2019);Djupvassfisk;0;0
2016;0219 Bærum (-2019);Andre skaldyr og blautdyr;0;0
2016;0219 Bærum (-2019);Annan fisk, uspesifisert;0;0
2016;0220 Asker (-2019);Fisk i alt;0;0
2016;0220 Asker (-2019);Pelagisk fisk;0;0
2016;0220 Asker (-2019);Torsk og torskeartar;0;0
2016;0220 Asker (-2019);Flatfisk og botnfisk;0;0
2016;0220 Asker (-2019);Djupvassfisk;0;0
2016;0220 Asker (-2019);Andre skaldyr og blautdyr;0;0
2016;0220 Asker (-2019);Annan fisk, uspesifisert;0;0
2016;0221 Aurskog-Høland (1966-2019);Fisk i alt;0;0
2016;0221 Aurskog-Høland (1966-2019);Pelagisk fisk;0;0
2016;0221 Aurskog-Høland (1966-2019);Torsk og torskeartar;0;0
2016;0221 Aurskog-Høland (1966-2019);Flatfisk og botnfisk;0;0
2016;0221 Aurskog-Høland (1966-2019);Djupvassfisk;0;0
2016;0221 Aurskog-Høland (1966-2019);Andre skaldyr og blautdyr;0;0
2016;0221 Aurskog-Høland (1966-2019);Annan fisk, uspesifisert;0;0
2016;0226 Sørum (-2019);Fisk i alt;0;0
2016;0226 Sørum (-2019);Pelagisk fisk;0;0
2016;0226 Sørum (-2019);Torsk og torskeartar;0;0
2016;0226 Sørum (-2019);Flatfisk og botnfisk;0;0
2016;0226 Sørum (-2019);Djupvassfisk;0;0
2016;0226 Sørum (-2019);Andre skaldyr og blautdyr;0;0
2016;0226 Sørum (-2019);Annan fisk, uspesifisert;0;0
2016;0227 Fet (-2019);Fisk i alt;0;0
2016;0227 Fet (-2019);Pelagisk fisk;0;0
2016;0227 Fet (-2019);Torsk og torskeartar;0;0
2016;0227 Fet (-2019);Flatfisk og botnfisk;0;0
2016;0227 Fet (-2019);Djupvassfisk;0;0
2016;0227 Fet (-2019);Andre skaldyr og blautdyr;0;0
2016;0227 Fet (-2019);Annan fisk, uspesifisert;0;0
2016;0228 Rælingen (1929-2019);Fisk i alt;0;0
2016;0228 Rælingen (1929-2019);Pelagisk fisk;0;0
2016;0228 Rælingen (1929-2019);Torsk og torskeartar;0;0
2016;0228 Rælingen (1929-2019);Flatfisk og botnfisk;0;0
2016;0228 Rælingen (1929-2019);Djupvassfisk;0;0
2016;0228 Rælingen (1929-2019);Andre skaldyr og blautdyr;0;0
2016;0228 Rælingen (1929-2019);Annan fisk, uspesifisert;0;0
2016;0229 Enebakk (-2019);Fisk i alt;0;0
2016;0229 Enebakk (-2019);Pelagisk fisk;0;0
2016;0229 Enebakk (-2019);Torsk og torskeartar;0;0
2016;0229 Enebakk (-2019);Flatfisk og botnfisk;0;0
2016;0229 Enebakk (-2019);Djupvassfisk;0;0
2016;0229 Enebakk (-2019);Andre skaldyr og blautdyr;0;0
2016;0229 Enebakk (-2019);Annan fisk, uspesifisert;0;0
2016;0230 Lørenskog (1908-2019);Fisk i alt;0;0
2016;0230 Lørenskog (1908-2019);Pelagisk fisk;0;0
2016;0230 Lørenskog (1908-2019);Torsk og torskeartar;0;0
2016;0230 Lørenskog (1908-2019);Flatfisk og botnfisk;0;0
2016;0230 Lørenskog (1908-2019);Djupvassfisk;0;0
2016;0230 Lørenskog (1908-2019);Andre skaldyr og blautdyr;0;0
2016;0230 Lørenskog (1908-2019);Annan fisk, uspesifisert;0;0
2016;0231 Skedsmo (-2019);Fisk i alt;0;0
2016;0231 Skedsmo (-2019);Pelagisk fisk;0;0
2016;0231 Skedsmo (-2019);Torsk og torskeartar;0;0
2016;0231 Skedsmo (-2019);Flatfisk og botnfisk;0;0
2016;0231 Skedsmo (-2019);Djupvassfisk;0;0
2016;0231 Skedsmo (-2019);Andre skaldyr og blautdyr;0;0
2016;0231 Skedsmo (-2019);Annan fisk, uspesifisert;0;0
2016;0233 Nittedal (-2019);Fisk i alt;0;0
2016;0233 Nittedal (-2019);Pelagisk fisk;0;0
2016;0233 Nittedal (-2019);Torsk og torskeartar;0;0
2016;0233 Nittedal (-2019);Flatfisk og botnfisk;0;0
2016;0233 Nittedal (-2019);Djupvassfisk;0;0
2016;0233 Nittedal (-2019);Andre skaldyr og blautdyr;0;0
2016;0233 Nittedal (-2019);Annan fisk, uspesifisert;0;0
2016;0234 Gjerdrum (-2019);Fisk i alt;0;0
2016;0234 Gjerdrum (-2019);Pelagisk fisk;0;0
2016;0234 Gjerdrum (-2019);Torsk og torskeartar;0;0
2016;0234 Gjerdrum (-2019);Flatfisk og botnfisk;0;0
2016;0234 Gjerdrum (-2019);Djupvassfisk;0;0
2016;0234 Gjerdrum (-2019);Andre skaldyr og blautdyr;0;0
2016;0234 Gjerdrum (-2019);Annan fisk, uspesifisert;0;0
2016;0235 Ullensaker (-2019);Fisk i alt;0;0
2016;0235 Ullensaker (-2019);Pelagisk fisk;0;0
2016;0235 Ullensaker (-2019);Torsk og torskeartar;0;0
2016;0235 Ullensaker (-2019);Flatfisk og botnfisk;0;0
2016;0235 Ullensaker (-2019);Djupvassfisk;0;0
2016;0235 Ullensaker (-2019);Andre skaldyr og blautdyr;0;0
2016;0235 Ullensaker (-2019);Annan fisk, uspesifisert;0;0
2016;0236 Nes (Akershus) (-2019);Fisk i alt;0;0
2016;0236 Nes (Akershus) (-2019);Pelagisk fisk;0;0
2016;0236 Nes (Akershus) (-2019);Torsk og torskeartar;0;0
2016;0236 Nes (Akershus) (-2019);Flatfisk og botnfisk;0;0
2016;0236 Nes (Akershus) (-2019);Djupvassfisk;0;0
2016;0236 Nes (Akershus) (-2019);Andre skaldyr og blautdyr;0;0
2016;0236 Nes (Akershus) (-2019);Annan fisk, uspesifisert;0;0
2016;0237 Eidsvoll (-2019);Fisk i alt;0;0
2016;0237 Eidsvoll (-2019);Pelagisk fisk;0;0
2016;0237 Eidsvoll (-2019);Torsk og torskeartar;0;0
2016;0237 Eidsvoll (-2019);Flatfisk og botnfisk;0;0
2016;0237 Eidsvoll (-2019);Djupvassfisk;0;0
2016;0237 Eidsvoll (-2019);Andre skaldyr og blautdyr;0;0
2016;0237 Eidsvoll (-2019);Annan fisk, uspesifisert;0;0
2016;0238 Nannestad (-2019);Fisk i alt;0;0
2016;0238 Nannestad (-2019);Pelagisk fisk;0;0
2016;0238 Nannestad (-2019);Torsk og torskeartar;0;0
2016;0238 Nannestad (-2019);Flatfisk og botnfisk;0;0
2016;0238 Nannestad (-2019);Djupvassfisk;0;0
2016;0238 Nannestad (-2019);Andre skaldyr og blautdyr;0;0
2016;0238 Nannestad (-2019);Annan fisk, uspesifisert;0;0
2016;0239 Hurdal (-2019);Fisk i alt;0;0
2016;0239 Hurdal (-2019);Pelagisk fisk;0;0
2016;0239 Hurdal (-2019);Torsk og torskeartar;0;0
2016;0239 Hurdal (-2019);Flatfisk og botnfisk;0;0
2016;0239 Hurdal (-2019);Djupvassfisk;0;0
2016;0239 Hurdal (-2019);Andre skaldyr og blautdyr;0;0
2016;0239 Hurdal (-2019);Annan fisk, uspesifisert;0;0
2016;0299 Uoppgitt kommune Akershus;Fisk i alt;0;0
2016;0299 Uoppgitt kommune Akershus;Pelagisk fisk;0;0
2016;0299 Uoppgitt kommune Akershus;Torsk og torskeartar;0;0
2016;0299 Uoppgitt kommune Akershus;Flatfisk og botnfisk;0;0
2016;0299 Uoppgitt kommune Akershus;Djupvassfisk;0;0
2016;0299 Uoppgitt kommune Akershus;Andre skaldyr og blautdyr;0;0
2016;0299 Uoppgitt kommune Akershus;Annan fisk, uspesifisert;0;0
2016;0301 Oslo kommune;Fisk i alt;:;:
2016;0301 Oslo kommune;Pelagisk fisk;3;134
2016;0301 Oslo kommune;Torsk og torskeartar;19;787
2016;0301 Oslo kommune;Flatfisk og botnfisk;4;212
2016;0301 Oslo kommune;Djupvassfisk;:;:
2016;0301 Oslo kommune;Andre skaldyr og blautdyr;23;2870
2016;0301 Oslo kommune;Annan fisk, uspesifisert;:;:
2016;0399 Uoppgitt komm. Oslo;Fisk i alt;0;0
2016;0399 Uoppgitt komm. Oslo;Pelagisk fisk;0;0
2016;0399 Uoppgitt komm. Oslo;Torsk og torskeartar;0;0
2016;0399 Uoppgitt komm. Oslo;Flatfisk og botnfisk;0;0
2016;0399 Uoppgitt komm. Oslo;Djupvassfisk;0;0
2016;0399 Uoppgitt komm. Oslo;Andre skaldyr og blautdyr;0;0
2016;0399 Uoppgitt komm. Oslo;Annan fisk, uspesifisert;0;0
2016;0401 Hamar (-1991);Fisk i alt;0;0
2016;0401 Hamar (-1991);Pelagisk fisk;0;0
2016;0401 Hamar (-1991);Torsk og torskeartar;0;0
2016;0401 Hamar (-1991);Flatfisk og botnfisk;0;0
2016;0401 Hamar (-1991);Djupvassfisk;0;0
2016;0401 Hamar (-1991);Andre skaldyr og blautdyr;0;0
2016;0401 Hamar (-1991);Annan fisk, uspesifisert;0;0
2016;0402 Kongsvinger (-2019);Fisk i alt;0;0
2016;0402 Kongsvinger (-2019);Pelagisk fisk;0;0
2016;0402 Kongsvinger (-2019);Torsk og torskeartar;0;0
2016;0402 Kongsvinger (-2019);Flatfisk og botnfisk;0;0
2016;0402 Kongsvinger (-2019);Djupvassfisk;0;0
2016;0402 Kongsvinger (-2019);Andre skaldyr og blautdyr;0;0
2016;0402 Kongsvinger (-2019);Annan fisk, uspesifisert;0;0
2016;0403 Hamar (1992-2019);Fisk i alt;0;0
2016;0403 Hamar (1992-2019);Pelagisk fisk;0;0
2016;0403 Hamar (1992-2019);Torsk og torskeartar;0;0
2016;0403 Hamar (1992-2019);Flatfisk og botnfisk;0;0
2016;0403 Hamar (1992-2019);Djupvassfisk;0;0
2016;0403 Hamar (1992-2019);Andre skaldyr og blautdyr;0;0
2016;0403 Hamar (1992-2019);Annan fisk, uspesifisert;0;0
2016;0412 Ringsaker (-2019);Fisk i alt;0;0
2016;0412 Ringsaker (-2019);Pelagisk fisk;0;0
2016;0412 Ringsaker (-2019);Torsk og torskeartar;0;0
2016;0412 Ringsaker (-2019);Flatfisk og botnfisk;0;0
2016;0412 Ringsaker (-2019);Djupvassfisk;0;0
2016;0412 Ringsaker (-2019);Andre skaldyr og blautdyr;0;0
2016;0412 Ringsaker (-2019);Annan fisk, uspesifisert;0;0
2016;0414 Vang (-1991);Fisk i alt;0;0
2016;0414 Vang (-1991);Pelagisk fisk;0;0
2016;0414 Vang (-1991);Torsk og torskeartar;0;0
2016;0414 Vang (-1991);Flatfisk og botnfisk;0;0
2016;0414 Vang (-1991);Djupvassfisk;0;0
2016;0414 Vang (-1991);Andre skaldyr og blautdyr;0;0
2016;0414 Vang (-1991);Annan fisk, uspesifisert;0;0
2016;0415 Løten (-2019);Fisk i alt;0;0
2016;0415 Løten (-2019);Pelagisk fisk;0;0
2016;0415 Løten (-2019);Torsk og torskeartar;0;0
2016;0415 Løten (-2019);Flatfisk og botnfisk;0;0
2016;0415 Løten (-2019);Djupvassfisk;0;0
2016;0415 Løten (-2019);Andre skaldyr og blautdyr;0;0
2016;0415 Løten (-2019);Annan fisk, uspesifisert;0;0
2016;0417 Stange (-2019);Fisk i alt;0;0
2016;0417 Stange (-2019);Pelagisk fisk;0;0
2016;0417 Stange (-2019);Torsk og torskeartar;0;0
2016;0417 Stange (-2019);Flatfisk og botnfisk;0;0
2016;0417 Stange (-2019);Djupvassfisk;0;0
2016;0417 Stange (-2019);Andre skaldyr og blautdyr;0;0
2016;0417 Stange (-2019);Annan fisk, uspesifisert;0;0
2016;0418 Nord-Odal (-2019);Fisk i alt;0;0
2016;0418 Nord-Odal (-2019);Pelagisk fisk;0;0
2016;0418 Nord-Odal (-2019);Torsk og torskeartar;0;0
2016;0418 Nord-Odal (-2019);Flatfisk og botnfisk;0;0
2016;0418 Nord-Odal (-2019);Djupvassfisk;0;0
2016;0418 Nord-Odal (-2019);Andre skaldyr og blautdyr;0;0
2016;0418 Nord-Odal (-2019);Annan fisk, uspesifisert;0;0
2016;0419 Sør-Odal (-2019);Fisk i alt;0;0
2016;0419 Sør-Odal (-2019);Pelagisk fisk;0;0
2016;0419 Sør-Odal (-2019);Torsk og torskeartar;0;0
2016;0419 Sør-Odal (-2019);Flatfisk og botnfisk;0;0
2016;0419 Sør-Odal (-2019);Djupvassfisk;0;0
2016;0419 Sør-Odal (-2019);Andre skaldyr og blautdyr;0;0
2016;0419 Sør-Odal (-2019);Annan fisk, uspesifisert;0;0
2016;0420 Eidskog (-2019);Fisk i alt;0;0
2016;0420 Eidskog (-2019);Pelagisk fisk;0;0
2016;0420 Eidskog (-2019);Torsk og torskeartar;0;0
2016;0420 Eidskog (-2019);Flatfisk og botnfisk;0;0
2016;0420 Eidskog (-2019);Djupvassfisk;0;0
2016;0420 Eidskog (-2019);Andre skaldyr og blautdyr;0;0
2016;0420 Eidskog (-2019);Annan fisk, uspesifisert;0;0
2016;0423 Grue (-2019);Fisk i alt;0;0
2016;0423 Grue (-2019);Pelagisk fisk;0;0
2016;0423 Grue (-2019);Torsk og torskeartar;0;0
2016;0423 Grue (-2019);Flatfisk og botnfisk;0;0
2016;0423 Grue (-2019);Djupvassfisk;0;0
2016;0423 Grue (-2019);Andre skaldyr og blautdyr;0;0
2016;0423 Grue (-2019);Annan fisk, uspesifisert;0;0
2016;0425 Åsnes (-2019);Fisk i alt;0;0
2016;0425 Åsnes (-2019);Pelagisk fisk;0;0
2016;0425 Åsnes (-2019);Torsk og torskeartar;0;0
2016;0425 Åsnes (-2019);Flatfisk og botnfisk;0;0
2016;0425 Åsnes (-2019);Djupvassfisk;0;0
2016;0425 Åsnes (-2019);Andre skaldyr og blautdyr;0;0
2016;0425 Åsnes (-2019);Annan fisk, uspesifisert;0;0
2016;0426 Våler (Hedmark) (-2019);Fisk i alt;0;0
2016;0426 Våler (Hedmark) (-2019);Pelagisk fisk;0;0
2016;0426 Våler (Hedmark) (-2019);Torsk og torskeartar;0;0
2016;0426 Våler (Hedmark) (-2019);Flatfisk og botnfisk;0;0
2016;0426 Våler (Hedmark) (-2019);Djupvassfisk;0;0
2016;0426 Våler (Hedmark) (-2019);Andre skaldyr og blautdyr;0;0
2016;0426 Våler (Hedmark) (-2019);Annan fisk, uspesifisert;0;0
2016;0427 Elverum (-2019);Fisk i alt;0;0
2016;0427 Elverum (-2019);Pelagisk fisk;0;0
2016;0427 Elverum (-2019);Torsk og torskeartar;0;0
2016;0427 Elverum (-2019);Flatfisk og botnfisk;0;0
2016;0427 Elverum (-2019);Djupvassfisk;0;0
2016;0427 Elverum (-2019);Andre skaldyr og blautdyr;0;0
2016;0427 Elverum (-2019);Annan fisk, uspesifisert;0;0
2016;0428 Trysil (-2019);Fisk i alt;0;0
2016;0428 Trysil (-2019);Pelagisk fisk;0;0
2016;0428 Trysil (-2019);Torsk og torskeartar;0;0
2016;0428 Trysil (-2019);Flatfisk og botnfisk;0;0
2016;0428 Trysil (-2019);Djupvassfisk;0;0
2016;0428 Trysil (-2019);Andre skaldyr og blautdyr;0;0
2016;0428 Trysil (-2019);Annan fisk, uspesifisert;0;0
2016;0429 Åmot (-2019);Fisk i alt;0;0
2016;0429 Åmot (-2019);Pelagisk fisk;0;0
2016;0429 Åmot (-2019);Torsk og torskeartar;0;0
2016;0429 Åmot (-2019);Flatfisk og botnfisk;0;0
2016;0429 Åmot (-2019);Djupvassfisk;0;0
2016;0429 Åmot (-2019);Andre skaldyr og blautdyr;0;0
2016;0429 Åmot (-2019);Annan fisk, uspesifisert;0;0
2016;0430 Stor-Elvdal (-2019);Fisk i alt;0;0
2016;0430 Stor-Elvdal (-2019);Pelagisk fisk;0;0
2016;0430 Stor-Elvdal (-2019);Torsk og torskeartar;0;0
2016;0430 Stor-Elvdal (-2019);Flatfisk og botnfisk;0;0
2016;0430 Stor-Elvdal (-2019);Djupvassfisk;0;0
2016;0430 Stor-Elvdal (-2019);Andre skaldyr og blautdyr;0;0
2016;0430 Stor-Elvdal (-2019);Annan fisk, uspesifisert;0;0
2016;0432 Rendalen (1965-2019);Fisk i alt;0;0
2016;0432 Rendalen (1965-2019);Pelagisk fisk;0;0
2016;0432 Rendalen (1965-2019);Torsk og torskeartar;0;0
2016;0432 Rendalen (1965-2019);Flatfisk og botnfisk;0;0
2016;0432 Rendalen (1965-2019);Djupvassfisk;0;0
2016;0432 Rendalen (1965-2019);Andre skaldyr og blautdyr;0;0
2016;0432 Rendalen (1965-2019);Annan fisk, uspesifisert;0;0
2016;0434 Engerdal (1911-2019);Fisk i alt;0;0
2016;0434 Engerdal (1911-2019);Pelagisk fisk;0;0
2016;0434 Engerdal (1911-2019);Torsk og torskeartar;0;0
2016;0434 Engerdal (1911-2019);Flatfisk og botnfisk;0;0
2016;0434 Engerdal (1911-2019);Djupvassfisk;0;0
2016;0434 Engerdal (1911-2019);Andre skaldyr og blautdyr;0;0
2016;0434 Engerdal (1911-2019);Annan fisk, uspesifisert;0;0
2016;0435 Tolga-Os (1966-1975);Fisk i alt;0;0
2016;0435 Tolga-Os (1966-1975);Pelagisk fisk;0;0
2016;0435 Tolga-Os (1966-1975);Torsk og torskeartar;0;0
2016;0435 Tolga-Os (1966-1975);Flatfisk og botnfisk;0;0
2016;0435 Tolga-Os (1966-1975);Djupvassfisk;0;0
2016;0435 Tolga-Os (1966-1975);Andre skaldyr og blautdyr;0;0
2016;0435 Tolga-Os (1966-1975);Annan fisk, uspesifisert;0;0
2016;0436 Tolga (-2019);Fisk i alt;0;0
2016;0436 Tolga (-2019);Pelagisk fisk;0;0
2016;0436 Tolga (-2019);Torsk og torskeartar;0;0
2016;0436 Tolga (-2019);Flatfisk og botnfisk;0;0
2016;0436 Tolga (-2019);Djupvassfisk;0;0
2016;0436 Tolga (-2019);Andre skaldyr og blautdyr;0;0
2016;0436 Tolga (-2019);Annan fisk, uspesifisert;0;0
2016;0437 Tynset (-2019);Fisk i alt;0;0
2016;0437 Tynset (-2019);Pelagisk fisk;0;0
2016;0437 Tynset (-2019);Torsk og torskeartar;0;0
2016;0437 Tynset (-2019);Flatfisk og botnfisk;0;0
2016;0437 Tynset (-2019);Djupvassfisk;0;0
2016;0437 Tynset (-2019);Andre skaldyr og blautdyr;0;0
2016;0437 Tynset (-2019);Annan fisk, uspesifisert;0;0
2016;0438 Alvdal (-2019);Fisk i alt;0;0
2016;0438 Alvdal (-2019);Pelagisk fisk;0;0
2016;0438 Alvdal (-2019);Torsk og torskeartar;0;0
2016;0438 Alvdal (-2019);Flatfisk og botnfisk;0;0
2016;0438 Alvdal (-2019);Djupvassfisk;0;0
2016;0438 Alvdal (-2019);Andre skaldyr og blautdyr;0;0
2016;0438 Alvdal (-2019);Annan fisk, uspesifisert;0;0
2016;0439 Folldal (1914-2019);Fisk i alt;0;0
2016;0439 Folldal (1914-2019);Pelagisk fisk;0;0
2016;0439 Folldal (1914-2019);Torsk og torskeartar;0;0
2016;0439 Folldal (1914-2019);Flatfisk og botnfisk;0;0
2016;0439 Folldal (1914-2019);Djupvassfisk;0;0
