08868: Fangst, etter år, landingskommune, fangstart og statistikkvariabel;;;;
;;;;
år;landingskommune;fangstart;Mengde (tonn);Verdi (1 000 kr)
2000;0414 Vang (-1991);Flatfisk og botnfisk;0;0
2000;0414 Vang (-1991);Djupvassfisk;0;0
2000;0414 Vang (-1991);Andre skaldyr og blautdyr;0;0
2000;0414 Vang (-1991);Annan fisk, uspesifisert;0;0
2000;0415 Løten (-2019);Fisk i alt;0;0
2000;0415 Løten (-2019);Pelagisk fisk;0;0
2000;0415 Løten (-2019);Torsk og torskeartar;0;0
2000;0415 Løten (-2019);Flatfisk og botnfisk;0;0
2000;0415 Løten (-2019);Djupvassfisk;0;0
2000;0415 Løten (-2019);Andre skaldyr og blautdyr;0;0
2000;0415 Løten (-2019);Annan fisk, uspesifisert;0;0
2000;0417 Stange (-2019);Fisk i alt;0;0
2000;0417 Stange (-2019);Pelagisk fisk;0;0
2000;0417 Stange (-2019);Torsk og torskeartar;0;0
2000;0417 Stange (-2019);Flatfisk og botnfisk;0;0
2000;0417 Stange (-2019);Djupvassfisk;0;0
2000;0417 Stange (-2019);Andre skaldyr og blautdyr;0;0
2000;0417 Stange (-2019);Annan fisk, uspesifisert;0;0
2000;0418 Nord-Odal (-2019);Fisk i alt;0;0
2000;0418 Nord-Odal (-2019);Pelagisk fisk;0;0
2000;0418 Nord-Odal (-2019);Torsk og torskeartar;0;0
2000;0418 Nord-Odal (-2019);Flatfisk og botnfisk;0;0
2000;0418 Nord-Odal (-2019);Djupvassfisk;0;0
2000;0418 Nord-Odal (-2019);Andre skaldyr og blautdyr;0;0
2000;0418 Nord-Odal (-2019);Annan fisk, uspesifisert;0;0
2000;0419 Sør-Odal (-2019);Fisk i alt;0;0
2000;0419 Sør-Odal (-2019);Pelagisk fisk;0;0
2000;0419 Sør-Odal (-2019);Torsk og torskeartar;0;0
2000;0419 Sør-Odal (-2019);Flatfisk og botnfisk;0;0
2000;0419 Sør-Odal (-2019);Djupvassfisk;0;0
2000;0419 Sør-Odal (-2019);Andre skaldyr og blautdyr;0;0
2000;0419 Sør-Odal (-2019);Annan fisk, uspesifisert;0;0
2000;0420 Eidskog (-2019);Fisk i alt;0;0
2000;0420 Eidskog (-2019);Pelagisk fisk;0;0
2000;0420 Eidskog (-2019);Torsk og torskeartar;0;0
2000;0420 Eidskog (-2019);Flatfisk og botnfisk;0;0
2000;0420 Eidskog (-2019);Djupvassfisk;0;0
2000;0420 Eidskog (-2019);Andre skaldyr og blautdyr;0;0
2000;0420 Eidskog (-2019);Annan fisk, uspesifisert;0;0
2000;0423 Grue (-2019);Fisk i alt;0;0
2000;0423 Grue (-2019);Pelagisk fisk;0;0
2000;0423 Grue (-2019);Torsk og torskeartar;0;0
2000;0423 Grue (-2019);Flatfisk og botnfisk;0;0
2000;0423 Grue (-2019);Djupvassfisk;0;0
2000;0423 Grue (-2019);Andre skaldyr og blautdyr;0;0
2000;0423 Grue (-2019);Annan fisk, uspesifisert;0;0
2000;0425 Åsnes (-2019);Fisk i alt;0;0
2000;0425 Åsnes (-2019);Pelagisk fisk;0;0
2000;0425 Åsnes (-2019);Torsk og torskeartar;0;0
2000;0425 Åsnes (-2019);Flatfisk og botnfisk;0;0
2000;0425 Åsnes (-2019);Djupvassfisk;0;0
2000;0425 Åsnes (-2019);Andre skaldyr og blautdyr;0;0
2000;0425 Åsnes (-2019);Annan fisk, uspesifisert;0;0
2000;0426 Våler (Hedmark) (-2019);Fisk i alt;0;0
2000;0426 Våler (Hedmark) (-2019);Pelagisk fisk;0;0
2000;0426 Våler (Hedmark) (-2019);Torsk og torskeartar;0;0
2000;0426 Våler (Hedmark) (-2019);Flatfisk og botnfisk;0;0
2000;0426 Våler (Hedmark) (-2019);Djupvassfisk;0;0
2000;0426 Våler (Hedmark) (-2019);Andre skaldyr og blautdyr;0;0
2000;0426 Våler (Hedmark) (-2019);Annan fisk, uspesifisert;0;0
2000;0427 Elverum (-2019);Fisk i alt;0;0
2000;0427 Elverum (-2019);Pelagisk fisk;0;0
2000;0427 Elverum (-2019);Torsk og torskeartar;0;0
2000;0427 Elverum (-2019);Flatfisk og botnfisk;0;0
2000;0427 Elverum (-2019);Djupvassfisk;0;0
2000;0427 Elverum (-2019);Andre skaldyr og blautdyr;0;0
2000;0427 Elverum (-2019);Annan fisk, uspesifisert;0;0
2000;0428 Trysil (-2019);Fisk i alt;0;0
2000;0428 Trysil (-2019);Pelagisk fisk;0;0
2000;0428 Trysil (-2019);Torsk og torskeartar;0;0
2000;0428 Trysil (-2019);Flatfisk og botnfisk;0;0
2000;0428 Trysil (-2019);Djupvassfisk;0;0
2000;0428 Trysil (-2019);Andre skaldyr og blautdyr;0;0
2000;0428 Trysil (-2019);Annan fisk, uspesifisert;0;0
2000;0429 Åmot (-2019);Fisk i alt;0;0
2000;0429 Åmot (-2019);Pelagisk fisk;0;0
2000;0429 Åmot (-2019);Torsk og torskeartar;0;0
2000;0429 Åmot (-2019);Flatfisk og botnfisk;0;0
2000;0429 Åmot (-2019);Djupvassfisk;0;0
2000;0429 Åmot (-2019);Andre skaldyr og blautdyr;0;0
2000;0429 Åmot (-2019);Annan fisk, uspesifisert;0;0
2000;0430 Stor-Elvdal (-2019);Fisk i alt;0;0
2000;0430 Stor-Elvdal (-2019);Pelagisk fisk;0;0
2000;0430 Stor-Elvdal (-2019);Torsk og torskeartar;0;0
2000;0430 Stor-Elvdal (-2019);Flatfisk og botnfisk;0;0
2000;0430 Stor-Elvdal (-2019);Djupvassfisk;0;0
2000;0430 Stor-Elvdal (-2019);Andre skaldyr og blautdyr;0;0
2000;0430 Stor-Elvdal (-2019);Annan fisk, uspesifisert;0;0
2000;0432 Rendalen (1965-2019);Fisk i alt;0;0
2000;0432 Rendalen (1965-2019);Pelagisk fisk;0;0
2000;0432 Rendalen (1965-2019);Torsk og torskeartar;0;0
2000;0432 Rendalen (1965-2019);Flatfisk og botnfisk;0;0
2000;0432 Rendalen (1965-2019);Djupvassfisk;0;0
2000;0432 Rendalen (1965-2019);Andre skaldyr og blautdyr;0;0
2000;0432 Rendalen (1965-2019);Annan fisk, uspesifisert;0;0
2000;0434 Engerdal (1911-2019);Fisk i alt;0;0
2000;0434 Engerdal (1911-2019);Pelagisk fisk;0;0
2000;0434 Engerdal (1911-2019);Torsk og torskeartar;0;0
2000;0434 Engerdal (1911-2019);Flatfisk og botnfisk;0;0
2000;0434 Engerdal (1911-2019);Djupvassfisk;0;0
2000;0434 Engerdal (1911-2019);Andre skaldyr og blautdyr;0;0
2000;0434 Engerdal (1911-2019);Annan fisk, uspesifisert;0;0
2000;0435 Tolga-Os (1966-1975);Fisk i alt;0;0
2000;0435 Tolga-Os (1966-1975);Pelagisk fisk;0;0
2000;0435 Tolga-Os (1966-1975);Torsk og torskeartar;0;0
2000;0435 Tolga-Os (1966-1975);Flatfisk og botnfisk;0;0
2000;0435 Tolga-Os (1966-1975);Djupvassfisk;0;0
2000;0435 Tolga-Os (1966-1975);Andre skaldyr og blautdyr;0;0
2000;0435 Tolga-Os (1966-1975);Annan fisk, uspesifisert;0;0
2000;0436 Tolga (-2019);Fisk i alt;0;0
2000;0436 Tolga (-2019);Pelagisk fisk;0;0
2000;0436 Tolga (-2019);Torsk og torskeartar;0;0
2000;0436 Tolga (-2019);Flatfisk og botnfisk;0;0
2000;0436 Tolga (-2019);Djupvassfisk;0;0
2000;0436 Tolga (-2019);Andre skaldyr og blautdyr;0;0
2000;0436 Tolga (-2019);Annan fisk, uspesifisert;0;0
2000;0437 Tynset (-2019);Fisk i alt;0;0
2000;0437 Tynset (-2019);Pelagisk fisk;0;0
2000;0437 Tynset (-2019);Torsk og torskeartar;0;0
2000;0437 Tynset (-2019);Flatfisk og botnfisk;0;0
2000;0437 Tynset (-2019);Djupvassfisk;0;0
2000;0437 Tynset (-2019);Andre skaldyr og blautdyr;0;0
2000;0437 Tynset (-2019);Annan fisk, uspesifisert;0;0
2000;0438 Alvdal (-2019);Fisk i alt;0;0
2000;0438 Alvdal (-2019);Pelagisk fisk;0;0
2000;0438 Alvdal (-2019);Torsk og torskeartar;0;0
2000;0438 Alvdal (-2019);Flatfisk og botnfisk;0;0
2000;0438 Alvdal (-2019);Djupvassfisk;0;0
2000;0438 Alvdal (-2019);Andre skaldyr og blautdyr;0;0
2000;0438 Alvdal (-2019);Annan fisk, uspesifisert;0;0
2000;0439 Folldal (1914-2019);Fisk i alt;0;0
2000;0439 Folldal (1914-2019);Pelagisk fisk;0;0
2000;0439 Folldal (1914-2019);Torsk og torskeartar;0;0
2000;0439 Folldal (1914-2019);Flatfisk og botnfisk;0;0
2000;0439 Folldal (1914-2019);Djupvassfisk;0;0
2000;0439 Folldal (1914-2019);Andre skaldyr og blautdyr;0;0
2000;0439 Folldal (1914-2019);Annan fisk, uspesifisert;0;0
2000;0441 Os (Hedmark) (1976-2019);Fisk i alt;0;0
2000;0441 Os (Hedmark) (1976-2019);Pelagisk fisk;0;0
2000;0441 Os (Hedmark) (1976-2019);Torsk og torskeartar;0;0
2000;0441 Os (Hedmark) (1976-2019);Flatfisk og botnfisk;0;0
2000;0441 Os (Hedmark) (1976-2019);Djupvassfisk;0;0
2000;0441 Os (Hedmark) (1976-2019);Andre skaldyr og blautdyr;0;0
2000;0441 Os (Hedmark) (1976-2019);Annan fisk, uspesifisert;0;0
2000;0499 Uoppgitt kommune Hedmark;Fisk i alt;0;0
2000;0499 Uoppgitt kommune Hedmark;Pelagisk fisk;0;0
2000;0499 Uoppgitt kommune Hedmark;Torsk og torskeartar;0;0
2000;0499 Uoppgitt kommune Hedmark;Flatfisk og botnfisk;0;0
2000;0499 Uoppgitt kommune Hedmark;Djupvassfisk;0;0
2000;0499 Uoppgitt kommune Hedmark;Andre skaldyr og blautdyr;0;0
2000;0499 Uoppgitt kommune Hedmark;Annan fisk, uspesifisert;0;0
2000;0501 Lillehammer (-2019);Fisk i alt;0;0
2000;0501 Lillehammer (-2019);Pelagisk fisk;0;0
2000;0501 Lillehammer (-2019);Torsk og torskeartar;0;0
2000;0501 Lillehammer (-2019);Flatfisk og botnfisk;0;0
2000;0501 Lillehammer (-2019);Djupvassfisk;0;0
2000;0501 Lillehammer (-2019);Andre skaldyr og blautdyr;0;0
2000;0501 Lillehammer (-2019);Annan fisk, uspesifisert;0;0
2000;0502 Gjøvik (-2019);Fisk i alt;0;0
2000;0502 Gjøvik (-2019);Pelagisk fisk;0;0
2000;0502 Gjøvik (-2019);Torsk og torskeartar;0;0
2000;0502 Gjøvik (-2019);Flatfisk og botnfisk;0;0
2000;0502 Gjøvik (-2019);Djupvassfisk;0;0
2000;0502 Gjøvik (-2019);Andre skaldyr og blautdyr;0;0
2000;0502 Gjøvik (-2019);Annan fisk, uspesifisert;0;0
2000;0511 Dovre (-2019);Fisk i alt;0;0
2000;0511 Dovre (-2019);Pelagisk fisk;0;0
2000;0511 Dovre (-2019);Torsk og torskeartar;0;0
2000;0511 Dovre (-2019);Flatfisk og botnfisk;0;0
2000;0511 Dovre (-2019);Djupvassfisk;0;0
2000;0511 Dovre (-2019);Andre skaldyr og blautdyr;0;0
2000;0511 Dovre (-2019);Annan fisk, uspesifisert;0;0
2000;0512 Lesja (-2019);Fisk i alt;0;0
2000;0512 Lesja (-2019);Pelagisk fisk;0;0
2000;0512 Lesja (-2019);Torsk og torskeartar;0;0
2000;0512 Lesja (-2019);Flatfisk og botnfisk;0;0
2000;0512 Lesja (-2019);Djupvassfisk;0;0
2000;0512 Lesja (-2019);Andre skaldyr og blautdyr;0;0
2000;0512 Lesja (-2019);Annan fisk, uspesifisert;0;0
2000;0513 Skjåk (-2019);Fisk i alt;0;0
2000;0513 Skjåk (-2019);Pelagisk fisk;0;0
2000;0513 Skjåk (-2019);Torsk og torskeartar;0;0
2000;0513 Skjåk (-2019);Flatfisk og botnfisk;0;0
2000;0513 Skjåk (-2019);Djupvassfisk;0;0
2000;0513 Skjåk (-2019);Andre skaldyr og blautdyr;0;0
2000;0513 Skjåk (-2019);Annan fisk, uspesifisert;0;0
2000;0514 Lom (-2019);Fisk i alt;0;0
2000;0514 Lom (-2019);Pelagisk fisk;0;0
2000;0514 Lom (-2019);Torsk og torskeartar;0;0
2000;0514 Lom (-2019);Flatfisk og botnfisk;0;0
2000;0514 Lom (-2019);Djupvassfisk;0;0
2000;0514 Lom (-2019);Andre skaldyr og blautdyr;0;0
2000;0514 Lom (-2019);Annan fisk, uspesifisert;0;0
2000;0515 Vågå (-2019);Fisk i alt;0;0
2000;0515 Vågå (-2019);Pelagisk fisk;0;0
2000;0515 Vågå (-2019);Torsk og torskeartar;0;0
2000;0515 Vågå (-2019);Flatfisk og botnfisk;0;0
2000;0515 Vågå (-2019);Djupvassfisk;0;0
2000;0515 Vågå (-2019);Andre skaldyr og blautdyr;0;0
2000;0515 Vågå (-2019);Annan fisk, uspesifisert;0;0
2000;0516 Nord-Fron (1977-2019);Fisk i alt;0;0
2000;0516 Nord-Fron (1977-2019);Pelagisk fisk;0;0
2000;0516 Nord-Fron (1977-2019);Torsk og torskeartar;0;0
2000;0516 Nord-Fron (1977-2019);Flatfisk og botnfisk;0;0
2000;0516 Nord-Fron (1977-2019);Djupvassfisk;0;0
2000;0516 Nord-Fron (1977-2019);Andre skaldyr og blautdyr;0;0
2000;0516 Nord-Fron (1977-2019);Annan fisk, uspesifisert;0;0
2000;0517 Sel (1908-2019);Fisk i alt;0;0
2000;0517 Sel (1908-2019);Pelagisk fisk;0;0
2000;0517 Sel (1908-2019);Torsk og torskeartar;0;0
2000;0517 Sel (1908-2019);Flatfisk og botnfisk;0;0
2000;0517 Sel (1908-2019);Djupvassfisk;0;0
2000;0517 Sel (1908-2019);Andre skaldyr og blautdyr;0;0
2000;0517 Sel (1908-2019);Annan fisk, uspesifisert;0;0
2000;0518 Fron (1966-1976);Fisk i alt;0;0
2000;0518 Fron (1966-1976);Pelagisk fisk;0;0
2000;0518 Fron (1966-1976);Torsk og torskeartar;0;0
2000;0518 Fron (1966-1976);Flatfisk og botnfisk;0;0
2000;0518 Fron (1966-1976);Djupvassfisk;0;0
2000;0518 Fron (1966-1976);Andre skaldyr og blautdyr;0;0
2000;0518 Fron (1966-1976);Annan fisk, uspesifisert;0;0
2000;0519 Sør-Fron (-2019);Fisk i alt;0;0
2000;0519 Sør-Fron (-2019);Pelagisk fisk;0;0
2000;0519 Sør-Fron (-2019);Torsk og torskeartar;0;0
2000;0519 Sør-Fron (-2019);Flatfisk og botnfisk;0;0
2000;0519 Sør-Fron (-2019);Djupvassfisk;0;0
2000;0519 Sør-Fron (-2019);Andre skaldyr og blautdyr;0;0
2000;0519 Sør-Fron (-2019);Annan fisk, uspesifisert;0;0
2000;0520 Ringebu (-2019);Fisk i alt;0;0
2000;0520 Ringebu (-2019);Pelagisk fisk;0;0
2000;0520 Ringebu (-2019);Torsk og torskeartar;0;0
2000;0520 Ringebu (-2019);Flatfisk og botnfisk;0;0
2000;0520 Ringebu (-2019);Djupvassfisk;0;0
2000;0520 Ringebu (-2019);Andre skaldyr og blautdyr;0;0
2000;0520 Ringebu (-2019);Annan fisk, uspesifisert;0;0
2000;0521 Øyer (-2019);Fisk i alt;0;0
2000;0521 Øyer (-2019);Pelagisk fisk;0;0
2000;0521 Øyer (-2019);Torsk og torskeartar;0;0
2000;0521 Øyer (-2019);Flatfisk og botnfisk;0;0
2000;0521 Øyer (-2019);Djupvassfisk;0;0
2000;0521 Øyer (-2019);Andre skaldyr og blautdyr;0;0
2000;0521 Øyer (-2019);Annan fisk, uspesifisert;0;0
2000;0522 Gausdal (1962-2019);Fisk i alt;0;0
2000;0522 Gausdal (1962-2019);Pelagisk fisk;0;0
2000;0522 Gausdal (1962-2019);Torsk og torskeartar;0;0
2000;0522 Gausdal (1962-2019);Flatfisk og botnfisk;0;0
2000;0522 Gausdal (1962-2019);Djupvassfisk;0;0
2000;0522 Gausdal (1962-2019);Andre skaldyr og blautdyr;0;0
2000;0522 Gausdal (1962-2019);Annan fisk, uspesifisert;0;0
2000;0528 Østre Toten (-2019);Fisk i alt;0;0
2000;0528 Østre Toten (-2019);Pelagisk fisk;0;0
2000;0528 Østre Toten (-2019);Torsk og torskeartar;0;0
2000;0528 Østre Toten (-2019);Flatfisk og botnfisk;0;0
2000;0528 Østre Toten (-2019);Djupvassfisk;0;0
2000;0528 Østre Toten (-2019);Andre skaldyr og blautdyr;0;0
2000;0528 Østre Toten (-2019);Annan fisk, uspesifisert;0;0
2000;0529 Vestre Toten (-2019);Fisk i alt;0;0
2000;0529 Vestre Toten (-2019);Pelagisk fisk;0;0
2000;0529 Vestre Toten (-2019);Torsk og torskeartar;0;0
2000;0529 Vestre Toten (-2019);Flatfisk og botnfisk;0;0
2000;0529 Vestre Toten (-2019);Djupvassfisk;0;0
2000;0529 Vestre Toten (-2019);Andre skaldyr og blautdyr;0;0
2000;0529 Vestre Toten (-2019);Annan fisk, uspesifisert;0;0
2000;0532 Jevnaker (-2019);Fisk i alt;0;0
2000;0532 Jevnaker (-2019);Pelagisk fisk;0;0
2000;0532 Jevnaker (-2019);Torsk og torskeartar;0;0
2000;0532 Jevnaker (-2019);Flatfisk og botnfisk;0;0
2000;0532 Jevnaker (-2019);Djupvassfisk;0;0
2000;0532 Jevnaker (-2019);Andre skaldyr og blautdyr;0;0
2000;0532 Jevnaker (-2019);Annan fisk, uspesifisert;0;0
2000;0533 Lunner (-2019);Fisk i alt;0;0
2000;0533 Lunner (-2019);Pelagisk fisk;0;0
2000;0533 Lunner (-2019);Torsk og torskeartar;0;0
2000;0533 Lunner (-2019);Flatfisk og botnfisk;0;0
2000;0533 Lunner (-2019);Djupvassfisk;0;0
2000;0533 Lunner (-2019);Andre skaldyr og blautdyr;0;0
2000;0533 Lunner (-2019);Annan fisk, uspesifisert;0;0
2000;0534 Gran (-2019);Fisk i alt;0;0
2000;0534 Gran (-2019);Pelagisk fisk;0;0
2000;0534 Gran (-2019);Torsk og torskeartar;0;0
2000;0534 Gran (-2019);Flatfisk og botnfisk;0;0
2000;0534 Gran (-2019);Djupvassfisk;0;0
2000;0534 Gran (-2019);Andre skaldyr og blautdyr;0;0
2000;0534 Gran (-2019);Annan fisk, uspesifisert;0;0
2000;0536 Søndre Land (-2019);Fisk i alt;0;0
2000;0536 Søndre Land (-2019);Pelagisk fisk;0;0
2000;0536 Søndre Land (-2019);Torsk og torskeartar;0;0
2000;0536 Søndre Land (-2019);Flatfisk og botnfisk;0;0
2000;0536 Søndre Land (-2019);Djupvassfisk;0;0
2000;0536 Søndre Land (-2019);Andre skaldyr og blautdyr;0;0
2000;0536 Søndre Land (-2019);Annan fisk, uspesifisert;0;0
2000;0538 Nordre Land (-2019);Fisk i alt;0;0
2000;0538 Nordre Land (-2019);Pelagisk fisk;0;0
2000;0538 Nordre Land (-2019);Torsk og torskeartar;0;0
2000;0538 Nordre Land (-2019);Flatfisk og botnfisk;0;0
2000;0538 Nordre Land (-2019);Djupvassfisk;0;0
2000;0538 Nordre Land (-2019);Andre skaldyr og blautdyr;0;0
2000;0538 Nordre Land (-2019);Annan fisk, uspesifisert;0;0
2000;0540 Sør-Aurdal (-2019);Fisk i alt;0;0
2000;0540 Sør-Aurdal (-2019);Pelagisk fisk;0;0
2000;0540 Sør-Aurdal (-2019);Torsk og torskeartar;0;0
2000;0540 Sør-Aurdal (-2019);Flatfisk og botnfisk;0;0
2000;0540 Sør-Aurdal (-2019);Djupvassfisk;0;0
2000;0540 Sør-Aurdal (-2019);Andre skaldyr og blautdyr;0;0
2000;0540 Sør-Aurdal (-2019);Annan fisk, uspesifisert;0;0
2000;0541 Etnedal (-2019);Fisk i alt;0;0
2000;0541 Etnedal (-2019);Pelagisk fisk;0;0
2000;0541 Etnedal (-2019);Torsk og torskeartar;0;0
2000;0541 Etnedal (-2019);Flatfisk og botnfisk;0;0
2000;0541 Etnedal (-2019);Djupvassfisk;0;0
2000;0541 Etnedal (-2019);Andre skaldyr og blautdyr;0;0
2000;0541 Etnedal (-2019);Annan fisk, uspesifisert;0;0
2000;0542 Nord-Aurdal (-2019);Fisk i alt;0;0
2000;0542 Nord-Aurdal (-2019);Pelagisk fisk;0;0
2000;0542 Nord-Aurdal (-2019);Torsk og torskeartar;0;0
2000;0542 Nord-Aurdal (-2019);Flatfisk og botnfisk;0;0
2000;0542 Nord-Aurdal (-2019);Djupvassfisk;0;0
2000;0542 Nord-Aurdal (-2019);Andre skaldyr og blautdyr;0;0
2000;0542 Nord-Aurdal (-2019);Annan fisk, uspesifisert;0;0
2000;0543 Vestre Slidre (-2019);Fisk i alt;0;0
2000;0543 Vestre Slidre (-2019);Pelagisk fisk;0;0
2000;0543 Vestre Slidre (-2019);Torsk og torskeartar;0;0
2000;0543 Vestre Slidre (-2019);Flatfisk og botnfisk;0;0
2000;0543 Vestre Slidre (-2019);Djupvassfisk;0;0
2000;0543 Vestre Slidre (-2019);Andre skaldyr og blautdyr;0;0
2000;0543 Vestre Slidre (-2019);Annan fisk, uspesifisert;0;0
2000;0544 Øystre Slidre (-2019);Fisk i alt;0;0
2000;0544 Øystre Slidre (-2019);Pelagisk fisk;0;0
2000;0544 Øystre Slidre (-2019);Torsk og torskeartar;0;0
2000;0544 Øystre Slidre (-2019);Flatfisk og botnfisk;0;0
2000;0544 Øystre Slidre (-2019);Djupvassfisk;0;0
2000;0544 Øystre Slidre (-2019);Andre skaldyr og blautdyr;0;0
2000;0544 Øystre Slidre (-2019);Annan fisk, uspesifisert;0;0
2000;0545 Vang (-2019);Fisk i alt;0;0
2000;0545 Vang (-2019);Pelagisk fisk;0;0
2000;0545 Vang (-2019);Torsk og torskeartar;0;0
2000;0545 Vang (-2019);Flatfisk og botnfisk;0;0
2000;0545 Vang (-2019);Djupvassfisk;0;0
2000;0545 Vang (-2019);Andre skaldyr og blautdyr;0;0
2000;0545 Vang (-2019);Annan fisk, uspesifisert;0;0
2000;0599 Uoppgitt kommune Oppland;Fisk i alt;0;0
2000;0599 Uoppgitt kommune Oppland;Pelagisk fisk;0;0
2000;0599 Uoppgitt kommune Oppland;Torsk og torskeartar;0;0
2000;0599 Uoppgitt kommune Oppland;Flatfisk og botnfisk;0;0
2000;0599 Uoppgitt kommune Oppland;Djupvassfisk;0;0
2000;0599 Uoppgitt kommune Oppland;Andre skaldyr og blautdyr;0;0
2000;0599 Uoppgitt kommune Oppland;Annan fisk, uspesifisert;0;0
2000;0601 Ringerike (1964-1976);Fisk i alt;0;0
2000;0601 Ringerike (1964-1976);Pelagisk fisk;0;0
2000;0601 Ringerike (1964-1976);Torsk og torskeartar;0;0
2000;0601 Ringerike (1964-1976);Flatfisk og botnfisk;0;0
2000;0601 Ringerike (1964-1976);Djupvassfisk;0;0
2000;0601 Ringerike (1964-1976);Andre skaldyr og blautdyr;0;0
2000;0601 Ringerike (1964-1976);Annan fisk, uspesifisert;0;0
2000;0602 Drammen (-2019);Fisk i alt;14;137
2000;0602 Drammen (-2019);Pelagisk fisk;:;:
2000;0602 Drammen (-2019);Torsk og torskeartar;:;:
2000;0602 Drammen (-2019);Flatfisk og botnfisk;:;:
2000;0602 Drammen (-2019);Djupvassfisk;:;:
2000;0602 Drammen (-2019);Andre skaldyr og blautdyr;0;0
2000;0602 Drammen (-2019);Annan fisk, uspesifisert;:;:
2000;0604 Kongsberg (-2019);Fisk i alt;0;0
2000;0604 Kongsberg (-2019);Pelagisk fisk;0;0
2000;0604 Kongsberg (-2019);Torsk og torskeartar;0;0
2000;0604 Kongsberg (-2019);Flatfisk og botnfisk;0;0
2000;0604 Kongsberg (-2019);Djupvassfisk;0;0
2000;0604 Kongsberg (-2019);Andre skaldyr og blautdyr;0;0
2000;0604 Kongsberg (-2019);Annan fisk, uspesifisert;0;0
2000;0605 Ringerike (1977-2019);Fisk i alt;0;0
2000;0605 Ringerike (1977-2019);Pelagisk fisk;0;0
2000;0605 Ringerike (1977-2019);Torsk og torskeartar;0;0
2000;0605 Ringerike (1977-2019);Flatfisk og botnfisk;0;0
2000;0605 Ringerike (1977-2019);Djupvassfisk;0;0
2000;0605 Ringerike (1977-2019);Andre skaldyr og blautdyr;0;0
2000;0605 Ringerike (1977-2019);Annan fisk, uspesifisert;0;0
2000;0612 Hole (1977-2019);Fisk i alt;0;0
2000;0612 Hole (1977-2019);Pelagisk fisk;0;0
2000;0612 Hole (1977-2019);Torsk og torskeartar;0;0
2000;0612 Hole (1977-2019);Flatfisk og botnfisk;0;0
2000;0612 Hole (1977-2019);Djupvassfisk;0;0
2000;0612 Hole (1977-2019);Andre skaldyr og blautdyr;0;0
2000;0612 Hole (1977-2019);Annan fisk, uspesifisert;0;0
2000;0615 Flå (-2019);Fisk i alt;0;0
2000;0615 Flå (-2019);Pelagisk fisk;0;0
2000;0615 Flå (-2019);Torsk og torskeartar;0;0
2000;0615 Flå (-2019);Flatfisk og botnfisk;0;0
2000;0615 Flå (-2019);Djupvassfisk;0;0
2000;0615 Flå (-2019);Andre skaldyr og blautdyr;0;0
2000;0615 Flå (-2019);Annan fisk, uspesifisert;0;0
2000;0616 Nes (Buskerud) (-2019);Fisk i alt;0;0
2000;0616 Nes (Buskerud) (-2019);Pelagisk fisk;0;0
2000;0616 Nes (Buskerud) (-2019);Torsk og torskeartar;0;0
2000;0616 Nes (Buskerud) (-2019);Flatfisk og botnfisk;0;0
2000;0616 Nes (Buskerud) (-2019);Djupvassfisk;0;0
2000;0616 Nes (Buskerud) (-2019);Andre skaldyr og blautdyr;0;0
2000;0616 Nes (Buskerud) (-2019);Annan fisk, uspesifisert;0;0
2000;0617 Gol (-2019);Fisk i alt;0;0
2000;0617 Gol (-2019);Pelagisk fisk;0;0
2000;0617 Gol (-2019);Torsk og torskeartar;0;0
2000;0617 Gol (-2019);Flatfisk og botnfisk;0;0
2000;0617 Gol (-2019);Djupvassfisk;0;0
2000;0617 Gol (-2019);Andre skaldyr og blautdyr;0;0
2000;0617 Gol (-2019);Annan fisk, uspesifisert;0;0
2000;0618 Hemsedal (-2019);Fisk i alt;0;0
2000;0618 Hemsedal (-2019);Pelagisk fisk;0;0
2000;0618 Hemsedal (-2019);Torsk og torskeartar;0;0
2000;0618 Hemsedal (-2019);Flatfisk og botnfisk;0;0
2000;0618 Hemsedal (-2019);Djupvassfisk;0;0
2000;0618 Hemsedal (-2019);Andre skaldyr og blautdyr;0;0
2000;0618 Hemsedal (-2019);Annan fisk, uspesifisert;0;0
2000;0619 Ål (-2019);Fisk i alt;0;0
2000;0619 Ål (-2019);Pelagisk fisk;0;0
2000;0619 Ål (-2019);Torsk og torskeartar;0;0
2000;0619 Ål (-2019);Flatfisk og botnfisk;0;0
2000;0619 Ål (-2019);Djupvassfisk;0;0
2000;0619 Ål (-2019);Andre skaldyr og blautdyr;0;0
2000;0619 Ål (-2019);Annan fisk, uspesifisert;0;0
2000;0620 Hol (-2019);Fisk i alt;0;0
2000;0620 Hol (-2019);Pelagisk fisk;0;0
2000;0620 Hol (-2019);Torsk og torskeartar;0;0
2000;0620 Hol (-2019);Flatfisk og botnfisk;0;0
2000;0620 Hol (-2019);Djupvassfisk;0;0
2000;0620 Hol (-2019);Andre skaldyr og blautdyr;0;0
2000;0620 Hol (-2019);Annan fisk, uspesifisert;0;0
2000;0621 Sigdal (-2019);Fisk i alt;0;0
2000;0621 Sigdal (-2019);Pelagisk fisk;0;0
2000;0621 Sigdal (-2019);Torsk og torskeartar;0;0
2000;0621 Sigdal (-2019);Flatfisk og botnfisk;0;0
2000;0621 Sigdal (-2019);Djupvassfisk;0;0
2000;0621 Sigdal (-2019);Andre skaldyr og blautdyr;0;0
2000;0621 Sigdal (-2019);Annan fisk, uspesifisert;0;0
2000;0622 Krødsherad (-2019);Fisk i alt;0;0
